id,courseid,testid,stuid,Tflist,knowledgeList,score,totalScore
856,15600,50050,5093,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
857,15600,50048,5073,"0,1,1,1,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
858,15600,50045,5078,"0,0,0,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
859,15600,50043,5082,"1,0,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",18,20
860,15600,50049,5061,"1,1,1,1,0,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",18,20
861,15600,50046,5107,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
862,15600,50046,5091,"1,1,0,1,0,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
863,15600,50046,5057,"0,1,1,1,0,1,1,0,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",14,20
864,15600,50049,5113,"1,1,1,1,0,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",18,20
865,15600,50045,5076,"1,0,0,1,1,1,1,1,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
866,15600,50044,5069,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
867,15600,50045,5076,"1,0,0,1,1,1,1,1,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
869,15600,50045,5055,"1,1,0,1,0,1,1,0,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",12,20
870,15600,50045,5068,"1,0,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
871,15600,50044,5097,"1,1,0,1,0,1,1,1,0,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",14,20
872,15600,50048,5108,"0,1,0,0,0,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",10,20
873,15600,50046,5090,"1,1,1,1,1,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
874,15600,50045,5117,"1,0,0,1,0,0,1,0,0,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",6,20
875,15600,50049,5064,"1,1,1,1,0,1,1,0,0,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
876,15600,50047,5115,"0,1,0,1,1,1,0,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
877,15600,50048,5075,"0,0,1,0,1,1,1,1,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
878,15600,50045,5094,"1,1,0,1,1,1,1,1,0,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
879,15600,50046,5056,"0,1,1,0,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
880,15600,50048,5067,"1,1,0,0,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
881,15600,50046,5085,"1,1,1,0,1,0,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
882,15600,50044,5099,"1,1,0,0,0,1,1,1,0,0","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",10,20
883,15600,50044,5114,"0,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",18,20
884,15600,50047,5079,"0,0,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
885,15600,50046,5086,"1,1,1,1,0,1,0,0,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",14,20
886,15600,50049,5073,"1,1,1,0,0,1,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",10,20
887,15600,50045,5083,"1,0,1,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
888,15600,50045,5076,"1,0,1,1,1,1,1,0,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
889,15600,50046,5065,"1,1,1,1,0,0,0,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",12,20
890,15600,50049,5063,"0,0,0,0,0,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",6,20
891,15600,50046,5078,"0,0,1,1,0,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",14,20
892,15600,50046,5088,"1,1,1,0,1,1,0,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
893,15600,50046,5068,"1,1,1,1,1,1,0,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
894,15600,50039,5059,"1,1,1,1,1,1,1,0,1,1","1_1_3,1_1_1",18,20
895,15600,50050,5110,"1,0,1,0,1,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
896,15600,50047,5057,"0,1,1,0,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
897,15600,50045,5061,"1,0,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
898,15600,50046,5066,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
899,15600,50045,5117,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
900,15600,50047,5060,"1,1,0,1,1,1,1,1,0,0","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
901,15600,50045,5105,"1,1,0,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
902,15600,50050,5113,"1,1,1,1,0,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",16,20
903,15600,50047,5070,"1,1,1,0,1,1,1,0,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
904,15600,50047,5062,"0,0,1,0,1,1,0,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
905,15600,50047,5080,"1,1,1,0,0,0,1,0,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",10,20
906,15600,50048,5085,"0,1,1,1,1,1,1,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
907,15600,50046,5101,"1,1,1,1,1,0,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
908,15600,50046,5111,"0,0,0,0,0,1,1,0,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",8,20
909,15600,50048,5098,"0,0,1,0,1,0,1,1,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",10,20
910,15600,50047,5103,"1,0,0,0,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
911,15600,50047,5077,"0,0,1,0,1,1,1,0,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",10,20
912,15600,50046,5084,"0,1,0,1,0,1,1,0,1,0","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",10,20
913,15600,50046,5061,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
914,15600,50048,5092,"1,1,0,1,1,1,1,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
915,15600,50049,5085,"1,1,1,0,0,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",16,20
916,15600,50048,5115,"1,0,0,1,1,0,0,0,0,0","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",6,20
917,15600,50047,5089,"0,0,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
918,15600,50045,5069,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
919,15600,50045,5071,"1,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",20,20
920,15600,50049,5108,"1,1,1,0,0,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
921,15600,50049,5116,"1,0,1,1,1,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",18,20
922,15600,50047,5058,"0,1,0,1,1,1,0,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
923,15600,50050,5064,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
924,15600,50047,5104,"0,1,1,0,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
925,15600,50047,5102,"0,1,1,1,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
926,15600,50049,5067,"1,1,1,1,0,1,1,0,0,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
927,15600,50045,5087,"1,1,0,1,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",16,20
928,15600,50046,5109,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
929,15600,50047,5091,"0,0,1,0,1,0,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",10,20
930,15600,50046,5055,"1,0,0,1,0,1,0,1,0,0","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",8,20
931,15600,50047,5119,"0,0,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
933,15600,50047,5095,"1,1,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",20,20
934,15600,50046,5076,"1,1,1,1,1,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
935,15600,50045,5096,"1,0,0,1,1,1,0,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
936,15600,50045,5081,"1,0,0,1,1,1,1,0,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
937,15600,50050,5085,"1,0,0,0,1,1,0,1,0,0","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",8,20
938,15600,50044,5082,"1,1,1,1,1,1,1,0,0,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",16,20
939,15600,50041,5059,"1,0,1,1,1,0,1,1,0,0","2_2_1,2_2_3,2_3_3,2_3_1,2_1_4,3_1_1,3_1_2,3_1_5,3_1_3,3_1_4",12,20
940,15600,50049,5115,"1,1,1,0,0,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",16,20
941,15600,50049,5100,"0,1,1,1,0,1,1,0,0,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
942,15600,50050,5063,"1,0,0,1,1,0,1,1,0,0","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
943,15600,50050,5116,"1,1,1,1,0,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",18,20
944,15600,50049,5072,"1,1,0,1,0,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",16,20
945,15600,50047,5090,"0,1,1,1,1,1,1,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
946,15600,50046,5074,"1,1,1,1,0,1,0,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",14,20
947,15600,50048,5060,"1,1,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",18,20
948,15600,50050,5073,"1,1,1,0,0,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
949,15600,50048,5079,"1,0,1,1,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
950,15600,50050,5061,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
951,15600,50049,5075,"0,1,0,1,1,0,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
952,15600,50048,5057,"0,0,0,0,1,0,1,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",8,20
953,15600,50046,5069,"0,1,1,1,1,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
954,15600,50047,5078,"0,0,0,0,0,0,0,1,0,0","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",2,20
955,15600,50047,5086,"0,1,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",18,20
956,15600,50048,5103,"1,0,0,0,1,0,1,0,0,0","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",6,20
957,15600,50046,5081,"1,1,1,0,1,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
958,15600,50046,5117,"1,0,1,1,1,1,1,0,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
959,15600,50050,5108,"0,0,1,1,0,0,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
960,15600,50047,5068,"0,1,1,0,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
961,15600,50045,5099,"1,0,0,1,0,0,1,0,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",10,20
962,15600,50047,5112,"0,1,1,0,1,1,0,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
963,15600,50047,5107,"0,1,1,1,1,1,1,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
964,15600,50048,5080,"1,0,0,1,0,1,1,0,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",10,20
965,15600,50045,5114,"1,0,0,1,0,1,0,0,1,0","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",8,20
966,15600,50048,5095,"1,0,1,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",18,20
967,15600,50049,5092,"1,1,1,0,1,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
968,15600,50047,5111,"0,1,0,0,0,0,0,0,0,0","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",2,20
969,15600,50043,5059,"1,1,1,1,1,1,1,1,1,1","2_5_3,2_4_6,2_4_1,2_5_2",20,20
970,15600,50050,5115,"1,0,0,1,1,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
971,15600,50045,5094,"0,0,1,0,0,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",12,20
972,15600,50050,5072,"1,0,0,1,1,0,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
973,15600,50047,5078,"0,0,0,0,0,0,0,1,0,0","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",2,20
974,15600,50049,5060,"0,1,1,1,1,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",16,20
975,15600,50045,5097,"1,1,0,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
976,15600,50047,5066,"1,0,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",18,20
977,15600,50049,5089,"1,1,1,1,0,1,1,0,0,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
978,15600,50048,5058,"0,1,0,0,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
979,15600,50048,5119,"1,1,1,1,1,0,0,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
980,15600,50047,5083,"1,1,1,0,1,1,1,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
981,15600,50049,5098,"1,1,1,0,1,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",16,20
982,15600,50047,5088,"1,1,1,1,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",18,20
983,15600,50049,5079,"1,1,1,0,0,1,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",10,20
984,15600,50048,5091,"0,1,0,0,1,1,1,1,1,0","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
985,15600,50048,5062,"0,0,1,0,1,1,0,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",10,20
986,15600,50050,5060,"0,1,0,1,1,0,0,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
987,15600,50047,5084,"0,1,1,0,1,1,1,0,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
988,15600,50046,5105,"1,0,1,1,0,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
989,15600,50048,5057,"0,0,0,0,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
990,15600,50048,5057,"0,0,0,0,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
991,15600,50045,5082,"1,1,0,1,0,0,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",14,20
992,15600,50050,5067,"1,0,0,1,0,0,0,0,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",6,20
993,15600,50047,5076,"0,1,1,0,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
994,15600,50047,5065,"0,0,0,0,0,0,1,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",6,20
995,15600,50048,5070,"0,0,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
996,15600,50049,5095,"0,1,1,1,1,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",18,20
997,15600,50049,5080,"0,1,0,0,0,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
999,15600,50050,5092,"1,1,1,1,1,1,1,0,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",18,20
1000,15600,-1,5108,"1,1,1,1,0,1,0,1,1,1","2_4_1,5_1_2,3_1_2,4_3_1,4_6_1,3_1_1,1_1_3,3_1_5,2_4_2",16,20
1001,15600,50045,5059,"0,1,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
1002,15600,50050,5075,"1,1,1,0,0,0,1,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",12,20
1003,15600,50049,5057,"1,1,0,0,0,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1004,15600,50047,5101,"0,1,1,0,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
1005,15600,50048,5104,"1,0,1,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",18,20
1006,15600,50047,5055,"0,1,1,0,1,1,0,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
1007,15600,50049,5103,"1,1,1,0,0,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
1008,15600,50047,5056,"0,1,1,0,0,1,1,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
1009,15600,50048,5111,"0,1,0,0,1,0,1,0,1,0","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",8,20
1010,15600,50050,5100,"0,0,0,1,1,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",12,20
1011,15600,50046,5071,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
1012,15600,50049,5058,"0,1,0,0,1,0,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1013,15600,50047,5081,"0,1,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",18,20
1014,15600,50048,5090,"1,1,1,1,1,0,1,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
1015,15600,50048,5102,"1,0,0,0,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
1016,15600,50046,5087,"1,1,1,1,0,1,1,0,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",14,20
1017,15600,50046,5099,"0,1,0,1,0,0,1,0,0,0","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",6,20
1018,15600,50048,5078,"0,0,1,1,1,1,1,0,0,0","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",10,20
1019,15600,50048,5086,"1,0,1,1,1,0,1,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
1020,15600,50048,5077,"1,0,1,1,1,0,0,1,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
1021,15600,50050,5079,"0,0,0,0,0,0,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",8,20
1022,15600,50047,5109,"1,1,1,0,1,1,1,0,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
1023,15600,50049,5119,"1,1,1,0,0,0,1,0,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",10,20
1024,15600,-1,5108,"0,1,1,1,1,0,1,1,1,1","3_1_1,4_3_1",16,20
1025,15600,50047,5069,"0,1,1,0,1,0,0,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",10,20
1026,15600,50046,5094,"0,0,1,1,1,0,0,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",10,20
1027,15600,50046,5082,"1,1,1,1,0,0,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",14,20
1028,15600,50049,5091,"0,0,0,1,0,1,1,0,0,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1029,15600,50046,5097,"1,1,1,1,0,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",16,20
1030,15600,50047,5059,"1,1,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",20,20
1031,15600,50046,5096,"0,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
1032,15600,50050,5095,"0,1,1,1,1,0,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",16,20
1033,15600,50048,5107,"1,0,1,0,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
1034,15600,50046,5114,"0,0,0,1,1,1,1,1,0,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",12,20
1035,15600,50047,5117,"0,1,1,0,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
1036,15600,50048,5068,"1,1,1,0,1,1,1,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
1037,15600,50050,5089,"1,1,1,1,1,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",18,20
1038,15600,50048,5088,"1,1,1,1,1,0,1,1,1,0","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
1039,15600,50048,5103,"0,0,0,0,0,0,1,1,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",6,20
1040,15600,50049,5070,"1,1,1,0,0,1,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",10,20
1041,15600,50048,5084,"1,1,0,0,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
1042,15600,50049,5062,"1,1,1,1,1,1,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
1043,15600,-1,5108,"1,1,0,0,1,0,1,1,0,1","4_2_1,4_3_1,4_3_2,5_3_2,5_3_3,2_1_4,2_4_3,2_4_4",12,20
1044,15600,50050,5098,"1,1,1,1,0,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",16,20
1045,15600,50050,5057,"1,0,1,1,0,0,0,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
1046,15600,50049,5104,"1,1,1,0,1,1,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1047,15600,50048,5066,"1,0,1,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",18,20
1048,15600,50050,5058,"0,0,0,1,0,1,1,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
1049,15600,50048,5101,"1,1,1,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",20,20
1050,15600,50048,5081,"1,1,0,0,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
1051,15600,50048,5083,"0,0,1,0,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
1052,15600,50048,5055,"1,0,0,1,0,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
1053,15600,50049,5112,"0,1,1,0,0,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1054,15600,50050,5103,"1,1,1,1,0,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",16,20
1055,15600,50049,5111,"0,1,0,0,0,1,1,0,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",10,20
1056,15600,50049,5078,"1,1,1,1,1,1,1,0,0,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",16,20
